0.54,1,2009.0,7,24,71.0,56.0,7.3,64.0,315,1
0.03,4,2006.0,7,25,84.0,30.0,8.7,104.0,106,2
0.12,0,2008.0,4,33,55.0,24.0,8,20.0,596,1
0.31,5,2014.0,4,20,32.0,28.0,3.6,587.0,435,3
2.11,2,2013.0,0,2,84.0,26.0,4.9,142.0,52,0
0.04,4,2003.0,10,1,84.0,25.0,8.7,119.0,91,2
0.16,2,2013.0,4,38,68.0,4.0,6.8,9.0,188,2
0.71,1,2008.0,0,7,77.0,32.0,7.4,14.0,26,0
0.32,2,2011.0,4,7,43.0,21.0,5.7,27.0,162,2
0.03,4,2010.0,7,74,72.0,4.0,8.3,15.0,481,1
0.02,1,2012.0,4,5,62.0,11.0,7.3,12.0,62,2
0.93,2,2014.0,4,11,80.0,5.0,6.8,12.0,111,3
0.16,0,2007.0,6,29,44.0,31.0,7.2,37.0,103,3
0.47,6,2014.0,0,7,70.0,23.0,6.3,152.0,13,2
0.74,2,2013.0,4,13,74.0,30.0,7.2,204.0,38,1
0.18,1,2010.0,4,38,65.0,27.0,7.8,20.0,546,2
0.45,1,2009.0,0,7,80.0,40.0,7.7,37.0,26,0
0.03,3,2014.0,0,39,53.0,9.0,5.1,22.0,556,0
0.19,2,2010.0,5,38,43.0,34.0,5.3,21.0,526,1
1.31,2,2010.0,4,11,79.0,42.0,8,52.0,32,3
0.39,2,2008.0,4,20,82.0,37.0,8.1,89.0,74,1
0.39,1,2009.0,4,10,43.0,37.0,6.3,19.0,123,2
0.24,2,2010.0,0,5,46.0,12.0,7.5,30.0,462,0
2.69,1,2011.0,0,7,78.0,55.0,5.9,94.0,79,0
0.01,2,2012.0,0,7,83.0,22.0,5.5,101.0,79,0
0.2,2,2014.0,4,8,63.0,55.0,7.8,528.0,204,1
0.13,0,2008.0,7,100,73.0,11.0,8.3,17.0,595,3
0.21,1,2009.0,9,19,25.0,4.0,3.8,48.0,424,0
1.19,2,2012.0,4,11,81.0,28.0,7.5,81.0,32,3
0.16,1,2009.0,9,30,25.0,27.0,2.5,41.0,493,1
0.29,0,2007.0,8,0,77.0,43.0,8,20.0,293,2
0.14,4,2003.0,7,10,93.0,33.0,9,1497.0,67,2
0.07,4,2009.0,7,85,83.0,57.0,8,794.0,669,2
0.33,3,2016.0,7,12,77.0,74.0,8.3,222.0,36,3
0.15,3,2016.0,6,24,79.0,54.0,8.7,208.0,419,2
1.23,1,2012.0,4,11,80.0,49.0,8.5,73.0,111,3
1.88,0,2009.0,2,19,49.0,15.0,6.6,13.0,122,0
0.47,2,2008.0,5,33,72.0,47.0,7.6,70.0,357,1
0.15,2,2014.0,7,54,90.0,4.0,7.8,71.0,514,2
0.28,2,2011.0,4,70,78.0,46.0,7.5,40.0,455,2
0.1,1,2009.0,5,120,44.0,25.0,4.8,76.0,634,1
0.5,1,2006.0,6,18,81.0,50.0,7.8,46.0,115,2
0.14,1,2009.0,8,5,62.0,39.0,8.1,9.0,584,2
0.74,4,2011.0,4,5,80.0,20.0,7.4,771.0,33,1
0.23,2,2013.0,4,24,64.0,39.0,7.9,215.0,305,1
0.4,0,2010.0,0,7,79.0,43.0,8.5,20.0,26,0
0.35,0,2009.0,6,5,67.0,34.0,8.2,21.0,6,3
0.03,4,2008.0,8,24,73.0,16.0,7.9,222.0,660,2
0.69,0,2009.0,2,11,70.0,15.0,6.8,6.0,221,3
7.15,0,2006.0,4,0,95.0,73.0,9,1658.0,0,2
0.02,4,2007.0,1,29,79.0,18.0,8.1,124.0,354,2
2.85,3,2013.0,4,5,83.0,29.0,7.8,1530.0,9,1
1.94,0,2008.0,5,3,83.0,19.0,7.6,78.0,110,1
0.03,4,2013.0,9,134,75.0,45.0,7.5,82.0,572,2
0.28,2,2011.0,4,4,61.0,41.0,6.5,17.0,457,3
0.18,2,2010.0,4,3,51.0,18.0,7,6.0,333,3
0.33,1,2008.0,5,10,63.0,60.0,6.2,45.0,338,2
0.94,2,2011.0,4,3,77.0,18.0,4.8,42.0,84,3
0.19,4,2015.0,5,2,77.0,39.0,4.3,969.0,239,1
0.19,1,2007.0,4,16,55.0,34.0,6.8,20.0,290,2
0.01,4,2016.0,9,107,65.0,18.0,7.3,72.0,478,2
0.01,1,2010.0,0,110,57.0,5.0,7.15,60.0,611,0
0.36,1,2009.0,6,52,86.0,51.0,8.5,70.0,283,2
0.14,3,2016.0,10,2,88.0,28.0,8,116.0,137,2
0.15,1,2009.0,10,20,48.0,36.0,6.8,17.0,198,1
1.71,0,2009.0,2,17,89.0,25.0,8.9,43.0,64,2
2.5,0,2008.0,0,8,50.0,23.0,5.4,16.0,94,0
0.19,1,2010.0,2,8,63.0,30.0,5.9,7.0,522,3
0.01,4,2003.0,4,14,70.0,11.0,8.7,67.0,184,1
2.24,0,2006.0,2,20,74.0,53.0,5.7,72.0,109,0
0.89,2,2012.0,4,7,79.0,9.0,4.1,34.0,79,0
1.5,2,2010.0,4,10,63.0,41.0,6.8,121.0,86,2
0.55,6,2015.0,2,3,81.0,21.0,5.1,69.0,209,2
0.16,4,2014.0,1,5,71.0,12.0,6.4,463.0,133,2
0.04,4,2003.0,10,1,89.0,30.0,9,274.0,257,2
0.35,1,2013.0,0,7,77.0,28.0,6.2,26.0,79,0
0.91,0,2010.0,7,0,92.0,59.0,8.9,950.0,252,2
0.88,0,2006.0,1,5,51.0,11.0,7.8,17.0,9,0
2.43,0,2010.0,4,11,79.0,13.0,8,34.0,32,3
0.81,2,2008.0,2,4,76.0,36.0,7.5,60.0,199,2
1.68,2,2008.0,4,18,82.0,50.0,7.9,135.0,70,1
0.15,0,2008.0,9,20,67.0,9.0,7.8,60.0,574,0
0.41,1,2007.0,5,15,70.0,58.0,7.9,63.0,380,1
0.46,3,2015.0,4,16,74.0,34.0,7.4,118.0,188,2
0.49,0,2006.0,0,7,81.0,35.0,8,16.0,26,0
3.24,3,2015.0,0,7,83.0,37.0,5.9,180.0,13,0
0.27,1,2011.0,0,5,41.0,8.0,7.4,7.0,462,0
0.18,3,2015.0,4,75,67.0,25.0,8,96.0,544,1
14.61,1,2010.0,5,3,87.0,89.0,6.3,1454.0,4,1
0.03,4,2011.0,10,96,63.0,12.0,6.8,27.0,751,4
0.26,1,2008.0,4,20,55.0,42.0,6.4,24.0,439,2
0.02,4,2009.0,8,96,72.0,31.0,7.3,129.0,810,2
0.14,3,2016.0,4,79,45.0,16.0,5.9,140.0,583,1
0.91,2,2009.0,5,30,76.0,42.0,6.5,53.0,193,1
0.43,2,2014.0,0,48,81.0,26.0,6.8,79.0,248,0
0.29,1,2007.0,4,7,68.0,38.0,6.8,20.0,205,3
4.43,5,2015.0,5,0,81.0,88.0,8.5,1184.0,0,3
0.4,1,2007.0,10,30,76.0,47.0,8.3,70.0,387,2
0.02,4,2012.0,1,16,72.0,9.0,6,83.0,554,2
7.09,5,2014.0,1,0,88.0,82.0,9.1,1599.0,0,0
0.02,4,2010.0,10,64,56.0,36.0,5.4,105.0,808,2
0.19,1,2012.0,4,8,69.0,17.0,5.6,98.0,101,1
0.03,4,2011.0,10,39,53.0,40.0,4,110.0,556,2
0.64,4,2013.0,4,5,84.0,10.0,7.7,1470.0,9,1
0.79,6,2015.0,2,1,84.0,75.0,7.7,325.0,29,1
0.07,0,2008.0,2,70,73.0,18.0,8,4.0,419,2
0.1,4,2004.0,5,3,87.0,83.0,7.6,896.0,145,1
0.34,1,2005.0,4,1,79.0,76.0,8.1,107.0,29,2
0.2,2,2006.0,8,16,33.0,31.0,5.1,47.0,506,2
0.58,1,2006.0,0,2,84.0,46.0,7.8,67.0,327,0
0.41,2,2010.0,2,17,76.0,41.0,6.3,24.0,383,2
1.55,1,2010.0,4,2,74.0,79.0,7.8,458.0,151,1
1.03,1,2011.0,4,19,73.0,54.0,7,31.0,32,3
0.01,6,2016.0,8,43,53.0,15.0,6.3,63.0,825,2
0.21,3,2015.0,0,3,32.0,43.0,1.5,427.0,314,2
0.08,4,2005.0,8,5,90.0,23.0,7.9,95.0,9,2
0.39,2,2010.0,4,7,38.0,27.0,2.8,23.0,162,2
0.4,4,2010.0,4,2,77.0,46.0,7.9,1238.0,151,1
3.51,1,2008.0,5,7,89.0,67.0,7.9,1309.0,58,1
0.12,0,2008.0,4,7,49.0,26.0,6,11.0,298,3
0.02,0,2010.0,4,65,60.0,5.0,7.2,60.0,809,3
0.56,1,2007.0,0,3,72.0,59.0,5.4,44.0,43,2
0.38,3,2015.0,2,57,78.0,51.0,6.3,87.0,64,2
0.15,6,2016.0,4,1,63.0,75.0,6.6,445.0,575,2
0.21,0,2010.0,4,18,53.0,4.0,6.6,5.0,100,2
0.99,2,2009.0,8,4,70.0,35.0,8.2,20.0,199,0
1.72,6,2014.0,0,2,82.0,9.0,6.3,101.0,52,0
0.19,0,2010.0,2,16,53.0,12.0,7.5,60.0,87,0
0.27,4,2004.0,10,29,81.0,39.0,5,346.0,104,0
0.9,2,2009.0,1,18,74.0,44.0,7.4,10.0,247,0
0.32,1,2006.0,5,2,79.0,80.0,7.3,117.0,428,1
0.55,4,2010.0,4,5,86.0,22.0,6.9,1611.0,33,1
0.27,0,2010.0,4,3,41.0,15.0,6.5,8.0,93,2
1.75,2,2007.0,0,7,81.0,28.0,7.1,47.0,26,0
0.06,6,2016.0,4,127,66.0,12.0,6.9,20.0,46,0
0.02,4,2008.0,5,5,79.0,22.0,7.9,130.0,59,1
0.2,2,2006.0,8,21,65.0,36.0,6.8,25.0,97,2
1.24,2,2009.0,4,3,79.0,53.0,7.7,308.0,175,1
0.32,2,2009.0,4,30,72.0,42.0,7.6,24.0,387,2
0.06,4,2013.0,4,13,65.0,26.0,7.4,1007.0,388,1
0.32,1,2010.0,0,3,55.0,7.0,6.9,60.0,246,2
0.09,0,2007.0,5,7,56.0,29.0,7,24.0,633,2
0.09,2,2014.0,9,16,59.0,11.0,6.3,4.0,450,3
0.66,4,2013.0,5,2,94.0,68.0,8.5,7322.0,121,1
0.05,1,2012.0,2,21,77.0,6.0,6.7,6.0,355,3
1.3,6,2015.0,4,5,78.0,22.0,6.1,402.0,62,1
0.68,1,2007.0,1,18,70.0,43.0,7.1,17.0,247,0
0.55,0,2007.0,4,42,83.0,64.0,8.4,259.0,305,1
0.05,1,2011.0,6,52,68.0,13.0,7.15,60.0,518,2
0.61,2,2009.0,5,6,70.0,61.0,6.4,55.0,285,1
0.1,1,2008.0,4,20,66.0,44.0,8.3,57.0,624,2
0.02,0,2008.0,0,78,30.0,4.0,7.9,60.0,627,0
0.08,0,2008.0,9,13,60.0,28.0,7.8,5.0,189,2
0.94,2,2013.0,4,5,84.0,27.0,7.7,314.0,237,1
0.11,3,2016.0,7,16,75.0,45.0,8.5,289.0,512,2
1.51,4,2011.0,0,20,84.0,45.0,8,172.0,154,0
0.54,2,2009.0,6,18,70.0,43.0,6.5,19.0,115,2
0.66,2,2013.0,4,16,71.0,35.0,7.8,61.0,188,2
0.39,2,2011.0,7,12,71.0,52.0,6.3,86.0,48,2
0.81,6,2013.0,0,7,73.0,18.0,5.9,111.0,13,0
0.37,1,2009.0,2,7,66.0,19.0,6.4,9.0,162,0
0.71,4,2012.0,10,2,89.0,57.0,8.2,2235.0,137,1
0.02,2,2013.0,4,4,50.0,16.0,5,14.0,805,3
0.05,0,2009.0,10,88,66.0,4.0,6,60.0,702,0
0.06,0,2008.0,1,31,40.0,4.0,4.7,60.0,686,0
0.92,1,2008.0,6,18,79.0,47.0,7.1,34.0,115,2
0.01,0,2009.0,11,31,75.0,13.0,8.5,6.0,822,0
0.1,2,2009.0,2,8,66.0,8.0,6.3,60.0,254,2
0.05,1,2008.0,0,147,56.0,14.0,5.9,15.0,714,2
1.38,6,2013.0,4,1,60.0,77.0,6.1,1409.0,167,1
0.05,4,2003.0,8,1,85.0,39.0,9,185.0,715,2
1.63,6,2014.0,5,5,82.0,15.0,7.5,383.0,33,1
0.42,0,2010.0,0,7,70.0,19.0,6.7,11.0,16,0
0.03,4,2004.0,10,165,77.0,26.0,9.1,89.0,759,3
0.26,0,2009.0,8,16,64.0,7.0,6.8,60.0,346,3
0.19,2,2012.0,0,2,68.0,8.0,4.4,5.0,52,0
0.52,2,2007.0,1,18,76.0,18.0,6.2,12.0,307,2
2.48,0,2007.0,2,22,25.0,8.0,4.3,26.0,96,0
0.19,0,2007.0,9,16,67.0,17.0,8.5,32.0,437,2
0.14,2,2008.0,0,7,64.0,12.0,7.1,12.0,79,0
0.36,1,2010.0,4,3,76.0,68.0,7.6,96.0,324,2
0.14,3,2016.0,3,3,80.0,47.0,5.5,17.0,84,3
0.41,1,2006.0,5,7,77.0,54.0,7.3,79.0,384,2
0.11,0,2007.0,0,42,70.0,17.0,4.2,60.0,490,3
0.13,5,2014.0,4,5,62.0,15.0,6.4,162.0,325,1
0.08,0,2007.0,2,5,54.0,6.0,5.7,6.0,666,0
0.09,1,2011.0,5,12,43.0,42.0,1.2,116.0,519,1
0.24,4,2010.0,5,2,88.0,36.0,8,1247.0,112,1
0.7,2,2008.0,0,4,85.0,33.0,8.7,76.0,248,0
0.02,4,2006.0,8,5,56.0,25.0,4,35.0,537,3
0.03,4,2012.0,9,112,54.0,6.0,6.2,11.0,650,2
0.06,1,2014.0,4,125,58.0,5.0,7.5,4.0,389,3
0.03,0,2009.0,3,73,31.0,7.0,8.3,60.0,773,3
4.22,1,2013.0,0,7,84.0,41.0,4.2,435.0,26,0
0.05,4,2011.0,8,64,57.0,4.0,5.5,30.0,294,0
2.56,1,2009.0,7,7,86.0,68.0,7.9,725.0,67,1
0.11,1,2014.0,9,16,60.0,7.0,6.5,10.0,450,3
0.48,4,2008.0,4,5,85.0,34.0,5.8,1345.0,33,1
0.12,5,2013.0,4,11,77.0,7.0,7.3,31.0,111,3
0.37,0,2009.0,4,30,68.0,30.0,7.9,15.0,399,2
0.04,2,2013.0,1,24,13.0,4.0,1,218.0,698,1
0.13,4,2012.0,4,98,79.0,17.0,8.7,992.0,591,2
0.25,0,2010.0,4,7,62.0,7.0,7.3,60.0,162,0
0.02,4,2009.0,4,7,57.0,24.0,6.7,42.0,215,2
0.24,1,2011.0,4,38,58.0,22.0,8,46.0,188,2
0.02,4,2009.0,4,14,74.0,14.0,8.3,78.0,113,3
0.39,1,2012.0,5,2,80.0,71.0,7.5,219.0,357,1
0.08,3,2016.0,1,16,75.0,19.0,8,50.0,662,0
0.07,4,2009.0,4,13,86.0,30.0,7.1,597.0,38,1
0.37,1,2011.0,7,12,72.0,55.0,5.9,102.0,48,2
0.35,3,2016.0,5,24,48.0,43.0,3.8,212.0,406,1
0.35,2,2013.0,5,33,69.0,28.0,7.5,52.0,403,1
1.35,2,2012.0,4,18,76.0,24.0,8.1,99.0,100,2
0.07,0,2006.0,3,5,49.0,5.0,5.6,7.0,9,3
0.2,2,2013.0,7,54,53.0,44.0,7.5,80.0,331,2
0.04,4,2003.0,4,2,94.0,30.0,8.8,1520.0,2,1
0.47,1,2011.0,4,20,54.0,56.0,7.8,44.0,109,1
0.19,4,2013.0,4,24,86.0,45.0,7.4,1543.0,70,1
1.02,2,2008.0,3,20,54.0,24.0,7.9,130.0,88,3
0.19,4,2016.0,4,2,63.0,29.0,3.2,881.0,127,1
1.21,2,2009.0,4,20,87.0,54.0,7.7,355.0,191,1
8.79,1,2011.0,7,6,96.0,89.0,8.4,3589.0,12,1
0.66,2,2012.0,4,11,67.0,37.0,7.1,199.0,305,1
0.92,1,2010.0,0,7,86.0,29.0,7.1,70.0,79,0
0.04,4,2010.0,10,64,66.0,18.0,6.4,34.0,511,0
0.34,2,2009.0,4,14,73.0,37.0,8.7,62.0,113,3
0.24,2,2008.0,5,30,42.0,28.0,5.5,33.0,449,2
0.29,0,2009.0,10,42,87.0,50.0,8.8,86.0,447,2
0.05,4,2009.0,5,3,74.0,41.0,7.3,261.0,310,1
0.94,2,2008.0,6,18,78.0,37.0,7,49.0,115,2
0.66,5,2013.0,3,5,92.0,35.0,8.7,465.0,126,3
0.05,4,2010.0,8,96,49.0,5.0,6.2,27.0,717,0
0.55,0,2008.0,3,2,47.0,4.0,7,5.0,189,0
0.22,2,2012.0,7,24,47.0,13.0,5.2,37.0,488,1
0.2,2,2013.0,7,54,86.0,12.0,7.7,128.0,514,2
0.05,4,2010.0,1,30,84.0,15.0,6.6,99.0,173,0
0.1,0,2008.0,8,44,65.0,12.0,7,5.0,432,3
0.28,1,2009.0,3,13,70.0,65.0,7.3,87.0,344,1
0.07,2,2014.0,4,24,40.0,25.0,3.5,51.0,668,1
0.08,1,2009.0,6,42,46.0,33.0,5.2,12.0,414,1
1.02,0,2007.0,0,7,65.0,13.0,6.1,26.0,26,0
0.17,2,2011.0,4,74,45.0,17.0,5,26.0,553,1
2.21,3,2015.0,5,5,73.0,40.0,7.3,480.0,33,1
1.92,2,2008.0,2,3,84.0,43.0,7.5,80.0,43,2
0.05,3,2016.0,3,24,52.0,64.0,3.5,282.0,426,3
0.03,0,2009.0,6,52,76.0,10.0,7.3,9.0,283,2
2.58,0,2007.0,0,0,79.0,47.0,8,124.0,93,3
0.52,2,2008.0,0,7,75.0,32.0,7.8,15.0,26,0
4.27,1,2008.0,7,1,89.0,95.0,6.5,2423.0,37,1
0.23,3,2014.0,0,7,59.0,24.0,5.6,86.0,13,0
0.52,0,2008.0,8,21,56.0,12.0,7.3,13.0,346,3
0.06,4,2014.0,0,8,82.0,8.0,5.8,173.0,101,2
0.31,4,2010.0,10,5,79.0,33.0,5.2,213.0,436,3
0.03,4,2010.0,4,10,59.0,14.0,5.8,162.0,86,2
9.71,1,2012.0,5,1,87.0,87.0,7,3260.0,11,1
0.48,1,2013.0,4,8,82.0,46.0,7.8,358.0,164,1
5.55,2,2009.0,4,5,91.0,70.0,8.6,1202.0,33,1
0.42,0,2010.0,0,49,76.0,25.0,8.1,7.0,13,0
0.5,1,2011.0,4,8,78.0,36.0,6.6,55.0,101,0
0.04,1,2006.0,11,8,34.0,41.0,2.2,42.0,15,2
0.19,4,2010.0,4,7,78.0,16.0,6,1096.0,114,1
0.02,5,2013.0,6,38,40.0,4.0,5.8,18.0,567,1
0.39,0,2010.0,4,42,84.0,68.0,8.8,184.0,305,1
0.29,1,2009.0,4,14,73.0,44.0,8.4,38.0,113,3
0.92,2,2012.0,0,4,87.0,23.0,7.5,75.0,248,0
0.8,0,2009.0,0,44,49.0,7.0,8.2,60.0,94,0
0.19,6,2014.0,2,1,74.0,19.0,7,47.0,64,2
1.37,2,2011.0,5,12,89.0,50.0,8.2,682.0,170,1
12.84,0,2008.0,6,0,93.0,81.0,8.9,1662.0,6,2
0.17,1,2007.0,2,1,49.0,47.0,5.2,31.0,432,3
0.21,0,2007.0,3,15,60.0,8.0,6.4,15.0,123,3
0.01,1,2008.0,3,1,77.0,17.0,8.2,70.0,66,0
0.16,1,2010.0,4,41,59.0,38.0,7.3,23.0,567,1
0.6,4,2011.0,10,20,90.0,62.0,8.3,1180.0,198,2
0.05,3,2016.0,0,38,43.0,9.0,7.8,110.0,172,2
0.12,2,2011.0,9,5,50.0,4.0,4,4.0,9,2
0.75,1,2008.0,4,45,69.0,63.0,7.1,120.0,279,1
0.13,0,2009.0,7,54,76.0,12.0,7.1,15.0,331,2
0.03,3,2016.0,9,172,67.0,17.0,6.2,12.0,765,2
0.56,1,2008.0,4,2,78.0,47.0,7.6,36.0,322,0
0.33,2,2012.0,4,20,72.0,33.0,8.2,179.0,109,1
0.15,1,2010.0,4,3,62.0,10.0,6,60.0,303,3
0.06,2,2008.0,4,70,30.0,15.0,3.5,36.0,362,1
0.32,2,2011.0,4,19,63.0,13.0,6.6,9.0,328,3
1.89,0,2008.0,0,0,69.0,31.0,7.8,58.0,87,0
0.42,2,2012.0,8,8,73.0,27.0,8,42.0,189,1
0.21,1,2007.0,2,5,67.0,16.0,7.3,19.0,126,0
0.03,6,2016.0,5,159,70.0,4.0,6.4,60.0,59,1
1.29,4,2015.0,7,6,84.0,38.0,5.4,7512.0,12,1
0.01,4,2010.0,10,7,86.0,49.0,8.2,324.0,59,3
1.32,4,2008.0,7,3,91.0,47.0,7.5,930.0,28,2
0.04,0,2008.0,11,152,56.0,4.0,5.9,60.0,730,0
4.04,3,2014.0,5,5,85.0,83.0,7.7,1653.0,33,1
0.41,6,2015.0,4,11,80.0,12.0,6.9,27.0,32,3
0.35,5,2012.0,4,5,85.0,26.0,7.1,216.0,62,1
0.73,4,2014.0,7,7,85.0,45.0,5.9,3926.0,67,1
0.24,1,2011.0,4,3,47.0,51.0,5,72.0,272,2
0.93,1,2011.0,2,3,39.0,5.0,5.6,8.0,246,3
0.15,1,2013.0,4,38,65.0,21.0,7.5,35.0,188,2
0.12,2,2011.0,6,21,47.0,17.0,6.5,4.0,600,1
1.03,1,2007.0,4,7,71.0,52.0,7.7,71.0,218,2
2.05,1,2007.0,1,7,72.0,42.0,7.1,78.0,90,3
0.37,4,2011.0,5,6,79.0,32.0,5.2,1618.0,145,1
0.02,4,2008.0,5,7,89.0,58.0,9.2,3717.0,47,1
0.12,0,2009.0,3,11,65.0,6.0,8.7,60.0,606,3
0.11,2,2014.0,1,24,67.0,7.0,4.6,20.0,442,0
0.03,4,2009.0,4,7,64.0,14.0,6.1,35.0,162,3
0.23,0,2007.0,6,22,71.0,29.0,8.4,33.0,486,1
0.06,5,2014.0,4,16,66.0,11.0,7.8,43.0,437,2
0.11,2,2010.0,0,110,58.0,23.0,4.1,8.0,611,0
0.07,4,2009.0,0,20,87.0,33.0,9,262.0,154,0
0.33,0,2009.0,4,65,54.0,8.0,5.4,60.0,103,3
0.74,0,2007.0,2,29,49.0,18.0,6.3,4.0,280,0
0.29,2,2010.0,9,16,72.0,49.0,7.9,35.0,277,2
0.1,4,2009.0,9,24,70.0,41.0,7.6,77.0,572,0
1.83,0,2007.0,2,5,67.0,25.0,8.3,66.0,126,3
0.23,1,2009.0,4,38,59.0,18.0,5.7,12.0,188,2
0.07,4,2013.0,9,134,80.0,34.0,7.9,171.0,572,2
0.11,1,2010.0,3,3,62.0,22.0,6.2,9.0,250,3
0.59,4,2011.0,4,5,88.0,24.0,8.2,1102.0,33,1
0.05,3,2016.0,1,145,66.0,8.0,3.8,18.0,713,0
0.29,1,2007.0,4,3,60.0,51.0,6.3,26.0,93,3
0.53,4,2016.0,5,3,91.0,62.0,6.8,4052.0,28,2
1.17,4,2010.0,7,6,84.0,39.0,8.6,2754.0,48,1
0.12,6,2015.0,0,3,39.0,18.0,2.1,132.0,314,2
1.29,6,2015.0,4,11,74.0,26.0,7.8,387.0,102,1
0.1,1,2010.0,1,24,64.0,49.0,7.1,16.0,102,3
0.01,6,2016.0,1,149,63.0,8.0,8.2,22.0,393,0
0.27,1,2010.0,10,5,78.0,45.0,7,38.0,351,2
1.02,0,2007.0,6,29,72.0,27.0,8.4,61.0,225,2
0.74,5,2013.0,4,11,82.0,8.0,8,71.0,111,3
0.39,2,2010.0,4,15,70.0,47.0,7.6,43.0,367,2
0.01,4,2007.0,10,14,76.0,20.0,7.3,46.0,423,2
0.07,2,2012.0,5,16,56.0,23.0,5.4,43.0,380,1
1.09,2,2010.0,6,18,74.0,42.0,6.9,41.0,115,2
0.89,1,2010.0,0,18,68.0,11.0,7.8,60.0,254,0
0.3,1,2007.0,7,12,63.0,4.0,5.8,5.0,36,2
0.24,2,2009.0,1,30,67.0,44.0,7.4,36.0,323,0
